brand,year,engine_size,fuel_type,transmission,mileage,condition,price,model
BMW,2003,4.4,Petrol,Manual,111889,Like New,28378.94,X5
Honda,2014,2.3,Electric,Automatic,262063,Like New,59853.9,CR-V
Honda,2005,2.5,Petrol,Automatic,46105,Used,44693.08,Fit
Ford,2014,4.1,Diesel,Manual,132957,Like New,20751.59,Fiesta
Ford,2020,5.5,Electric,Manual,1049,Used,19628.86,Mustang
Audi,2002,5.0,Diesel,Automatic,53281,New,72208.89,Q7
Mercedes,2020,3.9,Diesel,Manual,66697,Like New,97593.83,C-Class
Audi,2020,4.7,Diesel,Manual,36534,Used,27143.94,Q7
Toyota,2013,2.8,Diesel,Manual,93034,New,78449.12,Prius
Toyota,2019,4.2,Diesel,Automatic,58097,Used,13322.64,Camry
Audi,2013,3.3,Electric,Automatic,184885,Used,41249.71,Q7
Mercedes,2003,1.9,Petrol,Manual,287181,New,53135.37,GLC
Audi,2011,4.5,Electric,Manual,27278,Like New,30530.96,Q7
Mercedes,2016,3.8,Electric,Manual,139344,Like New,55309.95,C-Class
Mercedes,2006,2.8,Electric,Automatic,73277,Used,88848.37,C-Class
Tesla,2008,5.6,Hybrid,Manual,4694,New,94721.61,Model 3
BMW,2002,1.1,Hybrid,Manual,58150,Like New,14552.91,3 Series
Mercedes,2012,2.6,Electric,Automatic,67470,Used,30825.36,GLA
Ford,2014,1.3,Petrol,Manual,21556,New,98017.72,Explorer
Mercedes,2017,4.8,Electric,Automatic,195543,Used,30689.75,GLC
Mercedes,2018,4.5,Diesel,Automatic,49086,New,70807.2,C-Class
Mercedes,2000,2.7,Hybrid,Automatic,149979,Like New,29078.1,E-Class
Tesla,2005,4.4,Hybrid,Manual,248399,Like New,38854.73,Model 3
Tesla,2022,3.0,Electric,Manual,179559,Used,23171.5,Model S
Toyota,2001,4.8,Electric,Automatic,99468,Like New,86348.52,Camry
Tesla,2023,3.3,Petrol,Manual,295531,Like New,88851.63,Model X
Ford,2013,3.1,Petrol,Automatic,68602,New,33206.69,Focus
Ford,2005,5.7,Diesel,Manual,2460,Like New,83241.03,Mustang
Tesla,2013,2.3,Electric,Automatic,72356,New,39032.96,Model S
Audi,2003,1.6,Electric,Automatic,259925,New,14406.85,Q7
BMW,2020,3.9,Electric,Manual,16191,Used,77017.26,X5
Tesla,2007,5.8,Hybrid,Manual,84631,New,61662.39,Model S
Mercedes,2002,2.9,Diesel,Manual,245702,Like New,31066.33,E-Class
Honda,2018,1.3,Petrol,Manual,272673,New,29034.98,Fit
BMW,2013,2.7,Hybrid,Automatic,32175,New,97684.22,3 Series
BMW,2019,3.5,Hybrid,Automatic,279819,Used,86937.6,5 Series
Ford,2016,1.8,Hybrid,Manual,157048,Like New,81930.84,Focus
BMW,2007,4.3,Hybrid,Manual,194188,Like New,17161.68,X3
Tesla,2023,6.0,Diesel,Automatic,62821,Like New,76742.79,Model Y
Mercedes,2013,3.3,Electric,Manual,12204,New,25381.32,C-Class
Mercedes,2005,2.8,Petrol,Manual,269538,Like New,97851.95,GLA
Toyota,2022,3.0,Petrol,Manual,246464,Like New,9948.47,RAV4
Mercedes,2021,1.6,Hybrid,Manual,33593,New,38453.16,E-Class
Mercedes,2015,5.4,Hybrid,Automatic,208260,Used,45721.54,GLC
Ford,2018,3.1,Diesel,Automatic,115064,Used,83299.28,Mustang
Mercedes,2013,2.9,Hybrid,Manual,53365,New,77791.17,E-Class
Toyota,2018,4.3,Petrol,Automatic,240644,Used,40624.25,RAV4
Honda,2002,3.2,Petrol,Manual,220511,Used,58728.23,CR-V
Tesla,2009,4.2,Electric,Manual,206971,Used,84381.54,Model X
Ford,2018,1.3,Electric,Manual,103700,Like New,6728.96,Mustang
Honda,2008,5.1,Petrol,Automatic,68247,Used,81206.92,Accord
Ford,2019,5.7,Petrol,Automatic,182631,Like New,94955.12,Fiesta
Audi,2012,4.2,Diesel,Automatic,156270,Used,8046.13,A3
BMW,2006,5.8,Diesel,Automatic,153560,Like New,9330.19,X3
Audi,2013,1.8,Petrol,Automatic,169587,New,37728.83,A3
Mercedes,2008,3.4,Hybrid,Manual,290042,New,13338.11,C-Class
Honda,2022,4.0,Electric,Manual,181142,Used,50531.23,CR-V
Mercedes,2018,3.9,Petrol,Automatic,62613,Like New,74227.52,GLC
BMW,2014,3.0,Hybrid,Automatic,96707,New,58855.43,5 Series
Ford,2019,2.7,Petrol,Automatic,47003,New,23661.03,Mustang
BMW,2013,1.6,Electric,Manual,48478,New,67207.07,X5
Toyota,2023,3.0,Electric,Automatic,59030,New,70061.18,RAV4
BMW,2005,1.8,Diesel,Manual,184133,Used,93582.37,3 Series
Toyota,2020,4.7,Diesel,Manual,145921,Like New,18945.71,RAV4
BMW,2003,2.0,Diesel,Automatic,246160,New,70771.94,5 Series
Tesla,2007,1.3,Diesel,Manual,267589,Used,91585.59,Model 3
Toyota,2016,3.8,Electric,Manual,149112,New,52648.59,RAV4
Honda,2008,4.0,Hybrid,Automatic,262390,New,39370.97,CR-V
Mercedes,2000,5.4,Hybrid,Manual,31153,New,21221.2,C-Class
Mercedes,2023,3.9,Hybrid,Automatic,267356,New,87344.75,GLC
Audi,2019,2.7,Petrol,Manual,134411,Used,42453.41,A3
Mercedes,2013,5.0,Diesel,Automatic,56238,Like New,92863.83,GLC
Ford,2010,3.7,Diesel,Automatic,296751,Used,85537.04,Fiesta
Tesla,2020,1.4,Electric,Manual,52055,Used,40780.79,Model 3
BMW,2002,3.8,Electric,Automatic,104509,Used,59521.86,X5
Audi,2008,5.5,Petrol,Manual,135467,New,7581.53,Q5
Ford,2013,3.0,Petrol,Manual,127378,Like New,30006.03,Explorer
Ford,2008,2.5,Hybrid,Automatic,87687,New,72475.92,Fiesta
Toyota,2003,1.7,Electric,Manual,102652,Used,69401.54,Prius
Mercedes,2003,1.8,Diesel,Automatic,55773,New,38570.1,C-Class
Honda,2007,3.2,Hybrid,Manual,202668,Like New,81817.76,Accord
Honda,2001,4.0,Diesel,Manual,27584,Like New,27404.42,Accord
Audi,2008,1.4,Hybrid,Automatic,244901,New,48820.7,A4
Tesla,2013,5.7,Diesel,Manual,265482,Used,49890.41,Model S
Honda,2021,4.8,Petrol,Manual,62601,New,37377.59,Fit
BMW,2008,3.9,Hybrid,Manual,136559,Used,95693.28,5 Series
Honda,2023,5.1,Diesel,Manual,36282,Like New,71184.98,Civic
Audi,2022,1.4,Diesel,Manual,226137,New,56223.94,Q5
Honda,2015,3.4,Electric,Manual,95798,Like New,53498.93,Accord
BMW,2016,4.2,Hybrid,Manual,130963,Used,20133.13,X5
Toyota,2015,5.1,Diesel,Manual,159876,Used,40357.76,RAV4
Tesla,2011,4.9,Electric,Automatic,140987,New,68913.46,Model Y
Audi,2002,2.4,Diesel,Manual,273302,New,92834.17,A4
Toyota,2010,5.7,Hybrid,Manual,205229,New,82564.09,Prius
Toyota,2013,1.6,Petrol,Automatic,10547,Like New,33537.03,Camry
Toyota,2017,5.4,Hybrid,Automatic,264603,Used,46225.88,Camry
Ford,2020,5.9,Hybrid,Automatic,63146,Used,12877.16,Fiesta
Tesla,2020,1.9,Diesel,Manual,107761,Like New,14706.37,Model 3
Mercedes,2004,4.6,Diesel,Automatic,82970,New,49671.89,GLC
Tesla,2015,1.2,Hybrid,Automatic,191889,New,55370.84,Model X
Ford,2019,3.0,Electric,Manual,169319,Like New,30082.57,Mustang
Mercedes,2004,3.6,Electric,Manual,15419,Used,66064.36,GLA
Tesla,2002,3.9,Electric,Automatic,35577,Used,71821.17,Model S
Toyota,2011,5.7,Diesel,Automatic,2921,Used,33416.03,Prius
Audi,2000,4.4,Diesel,Manual,144535,Used,77050.35,A3
Mercedes,2020,3.4,Hybrid,Manual,156546,Like New,24532.47,GLC
BMW,2008,5.0,Petrol,Manual,125534,Used,56703.88,X5
BMW,2008,5.8,Diesel,Manual,256872,Like New,81406.7,5 Series
Honda,2003,1.1,Hybrid,Manual,72828,New,56015.86,Civic
Mercedes,2002,5.9,Hybrid,Automatic,123649,Like New,91256.46,GLA
Audi,2016,1.4,Petrol,Manual,55152,Used,10557.62,Q5
Ford,2001,5.1,Electric,Manual,220073,New,60889.82,Fiesta
Toyota,2023,2.4,Hybrid,Manual,223393,Like New,58366.77,Camry
Honda,2000,1.7,Hybrid,Manual,86569,Like New,67733.57,CR-V
BMW,2007,3.2,Hybrid,Manual,156844,Like New,84173.65,3 Series
Ford,2012,4.2,Electric,Automatic,159562,New,73956.04,Focus
Ford,2022,2.9,Electric,Manual,122537,Like New,80076.86,Mustang
Toyota,2014,1.3,Petrol,Automatic,53806,Used,32437.59,Prius
Mercedes,2007,4.0,Diesel,Manual,75992,New,41812.25,GLC
BMW,2011,5.5,Electric,Automatic,284464,New,64543.81,X3
Audi,2021,2.9,Diesel,Automatic,258852,Like New,57578.84,A4
Ford,2011,2.1,Diesel,Manual,173217,Used,96304.87,Fiesta
Toyota,2013,3.2,Electric,Manual,194760,New,22749.28,Prius
Audi,2014,1.2,Hybrid,Manual,20754,Like New,38371.45,A4
Mercedes,2014,5.1,Petrol,Manual,69837,Used,59411.75,GLC
BMW,2008,5.1,Diesel,Manual,138279,Like New,87456.56,X3
Mercedes,2018,3.9,Hybrid,Automatic,218811,Like New,93288.11,C-Class
Ford,2019,2.8,Electric,Manual,114780,New,36923.45,Mustang
Audi,2021,5.0,Diesel,Manual,87081,New,11375.3,A4
Audi,2007,3.8,Diesel,Automatic,286160,Like New,45053.87,A3
Audi,2020,5.1,Diesel,Manual,112099,New,42462.69,Q5
Ford,2018,4.2,Hybrid,Automatic,151174,New,98716.27,Explorer
Ford,2005,4.9,Hybrid,Manual,264068,Used,45950.82,Mustang
Mercedes,2019,4.0,Hybrid,Automatic,85015,Used,34043.68,GLC
Honda,2018,3.1,Diesel,Manual,104987,Like New,39710.85,Accord
Mercedes,2003,5.8,Diesel,Automatic,54333,Like New,42708.0,GLC
BMW,2022,3.7,Petrol,Automatic,215530,Like New,83046.34,5 Series
Toyota,2006,4.0,Petrol,Manual,177171,Like New,12696.41,Prius
Audi,2003,2.1,Hybrid,Manual,188418,Used,35068.17,Q7
Honda,2021,4.1,Hybrid,Manual,126372,New,96800.26,Civic
Toyota,2011,3.9,Electric,Automatic,206553,Used,19544.74,Prius
Honda,2012,1.9,Hybrid,Automatic,69767,Like New,75547.13,Accord
Tesla,2002,1.3,Petrol,Automatic,104332,Like New,38857.38,Model X
Mercedes,2021,4.0,Petrol,Manual,143279,Used,60269.62,GLA
Ford,2011,4.8,Petrol,Manual,6336,Used,14457.06,Explorer
Audi,2001,3.6,Diesel,Automatic,206238,Like New,34109.11,A4
Mercedes,2023,2.1,Diesel,Manual,279400,New,52582.17,GLA
Toyota,2001,4.3,Hybrid,Automatic,230517,Like New,27011.56,Prius
Tesla,2022,1.4,Electric,Manual,180889,Used,56477.64,Model Y
Tesla,2008,3.2,Electric,Manual,295863,Like New,25877.13,Model X
Tesla,2000,1.8,Electric,Automatic,45704,Like New,66759.55,Model X
Toyota,2007,1.9,Diesel,Manual,292157,New,90913.66,RAV4
Toyota,2022,2.0,Petrol,Manual,226884,Like New,13121.42,Corolla
Toyota,2005,2.9,Petrol,Manual,167848,Like New,25578.52,Camry
Toyota,2005,1.3,Diesel,Manual,272204,Like New,85220.19,Corolla
Tesla,2021,3.0,Electric,Manual,219182,Used,64997.58,Model 3
Tesla,2017,3.6,Electric,Automatic,78563,Used,12477.35,Model S
Honda,2016,3.4,Hybrid,Manual,135102,New,51203.26,CR-V
Mercedes,2011,2.9,Hybrid,Automatic,89779,Like New,24927.06,GLC
Audi,2005,5.2,Electric,Manual,164361,Used,23914.16,Q7
Ford,2007,1.7,Diesel,Manual,99704,New,94361.31,Fiesta
Tesla,2018,3.5,Electric,Automatic,261757,Like New,77346.45,Model 3
Ford,2009,1.3,Hybrid,Automatic,110234,New,71141.91,Explorer
Mercedes,2000,1.4,Electric,Manual,36491,New,27698.24,E-Class
Mercedes,2012,3.9,Diesel,Manual,226621,New,16264.48,GLA
Ford,2016,3.8,Petrol,Automatic,20448,New,87729.1,Focus
Tesla,2002,5.4,Diesel,Automatic,49294,New,5558.56,Model Y
Ford,2007,3.8,Diesel,Automatic,283590,New,41869.16,Fiesta
Honda,2013,5.8,Hybrid,Automatic,216461,New,31373.19,Civic
BMW,2002,1.2,Diesel,Manual,85615,Like New,59185.74,X5
Tesla,2015,1.5,Diesel,Manual,17101,Like New,28798.3,Model 3
Tesla,2012,1.2,Hybrid,Manual,290160,New,34564.51,Model 3
Audi,2019,1.9,Hybrid,Manual,150004,Like New,85753.79,A3
Toyota,2023,3.7,Petrol,Manual,90481,New,62302.94,Camry
BMW,2016,4.2,Electric,Automatic,52802,Like New,18839.84,3 Series
Mercedes,2012,1.2,Diesel,Automatic,269693,Used,74014.8,GLA
Tesla,2005,5.7,Hybrid,Automatic,210005,New,24708.62,Model Y
Ford,2016,5.2,Petrol,Manual,156434,Used,46135.47,Mustang
BMW,2013,2.5,Electric,Automatic,47842,New,66427.69,X3
Audi,2016,1.4,Hybrid,Manual,46539,New,30833.31,Q7
Mercedes,2007,1.8,Electric,Manual,33717,Used,41490.15,GLA
Toyota,2010,1.6,Electric,Manual,246281,Used,74744.21,RAV4
Toyota,2019,1.6,Diesel,Automatic,186272,Used,94101.54,Corolla
Audi,2000,3.6,Diesel,Manual,115042,New,55278.28,Q5
Audi,2006,2.2,Hybrid,Manual,127922,Used,5947.24,A4
Ford,2020,2.8,Electric,Automatic,92447,Used,37154.06,Focus
Tesla,2020,5.9,Hybrid,Manual,158693,Like New,42870.26,Model X
Toyota,2016,4.4,Hybrid,Automatic,12823,Like New,37221.49,RAV4
Mercedes,2009,5.7,Electric,Manual,29986,Used,46445.54,E-Class
BMW,2010,1.7,Hybrid,Automatic,121682,Used,65103.29,5 Series
Mercedes,2021,2.9,Electric,Manual,64325,Used,16507.16,E-Class
Honda,2008,3.8,Electric,Manual,250476,Used,30899.9,Fit
Honda,2008,1.4,Electric,Automatic,57771,Like New,53226.57,Civic
Audi,2023,1.0,Electric,Manual,54973,New,34979.46,A3
Ford,2004,4.4,Petrol,Automatic,145762,Used,99153.11,Fiesta
Honda,2016,4.2,Electric,Manual,57888,Used,45985.99,CR-V
Toyota,2008,3.1,Diesel,Automatic,10956,Like New,87630.92,Camry
Mercedes,2016,3.4,Diesel,Manual,86839,Used,90168.43,E-Class
Mercedes,2023,3.1,Diesel,Manual,167605,Used,84420.66,GLA
Audi,2020,1.1,Electric,Manual,101131,Like New,9455.33,Q7
Tesla,2018,2.7,Diesel,Automatic,187973,Used,95035.94,Model Y
Tesla,2006,1.9,Petrol,Automatic,11519,Used,17230.54,Model Y
BMW,2022,1.5,Hybrid,Automatic,162187,Like New,8268.34,X5
Audi,2008,5.8,Electric,Automatic,1832,New,44365.11,Q7
BMW,2006,4.0,Diesel,Automatic,113922,Used,23490.23,X5
Tesla,2012,4.6,Petrol,Manual,105474,Used,22498.67,Model S
Audi,2010,2.6,Hybrid,Manual,69715,New,32342.86,Q7
Audi,2013,3.0,Petrol,Manual,73366,Like New,28598.53,Q7
Audi,2018,2.2,Diesel,Manual,37570,New,70055.56,Q7
Tesla,2010,1.5,Petrol,Manual,137687,Used,22743.84,Model S
BMW,2012,1.9,Hybrid,Automatic,38311,New,56596.24,3 Series
BMW,2013,5.0,Diesel,Manual,103187,Like New,98710.52,X5
Audi,2012,4.4,Hybrid,Automatic,285578,Used,46076.33,Q5
Honda,2000,3.7,Petrol,Manual,86879,Like New,65977.95,Fit
Ford,2007,3.4,Electric,Automatic,15739,Like New,97090.31,Focus
Tesla,2011,5.6,Electric,Automatic,66202,New,18075.7,Model Y
Ford,2018,1.4,Electric,Automatic,98580,New,44767.67,Mustang
Ford,2011,2.4,Electric,Manual,224491,Like New,85768.28,Mustang
BMW,2007,2.7,Hybrid,Manual,79599,Like New,93569.04,X5
BMW,2007,4.9,Electric,Manual,164721,Used,62117.43,X5
Honda,2020,6.0,Hybrid,Manual,231436,Like New,18624.96,Accord
Ford,2012,2.2,Diesel,Automatic,116770,Like New,90639.8,Focus
Ford,2011,5.4,Electric,Automatic,179693,New,21572.42,Fiesta
Audi,2015,5.2,Hybrid,Automatic,261051,Like New,38523.4,A3
BMW,2000,2.1,Electric,Automatic,114300,Like New,40673.26,5 Series
Ford,2012,3.0,Electric,Manual,191012,New,47492.7,Mustang
Mercedes,2006,3.0,Electric,Automatic,171796,Used,80065.75,GLC
Honda,2004,5.9,Hybrid,Manual,162776,New,81203.72,Fit
Mercedes,2007,1.9,Petrol,Automatic,241942,New,73367.23,GLA
Mercedes,2013,5.0,Electric,Automatic,2526,Like New,7102.22,GLA
Tesla,2022,2.7,Electric,Automatic,268718,Like New,58660.28,Model 3
Tesla,2012,4.7,Diesel,Manual,270877,Used,76011.83,Model Y
Honda,2014,3.1,Petrol,Manual,36051,Like New,47239.4,CR-V
Mercedes,2022,3.9,Hybrid,Automatic,15909,Used,94768.92,GLA
Ford,2016,5.2,Diesel,Automatic,77338,Used,83262.0,Focus
BMW,2014,5.0,Electric,Automatic,290277,Used,65624.73,3 Series
Honda,2019,5.3,Diesel,Manual,182643,Used,10930.39,CR-V
Audi,2017,1.3,Diesel,Manual,79062,Like New,66972.89,Q5
Mercedes,2017,4.5,Electric,Manual,181980,New,91600.06,C-Class
Honda,2001,1.7,Petrol,Automatic,51458,New,41047.31,Civic
Toyota,2003,3.1,Petrol,Manual,222159,Like New,84622.59,Prius
Toyota,2000,3.7,Diesel,Automatic,287442,Like New,34750.31,Corolla
Tesla,2003,3.0,Electric,Manual,231946,Used,59159.81,Model X
BMW,2017,3.6,Hybrid,Automatic,153263,Like New,66600.32,X3
Ford,2004,6.0,Diesel,Automatic,164164,New,69409.53,Focus
BMW,2018,1.7,Hybrid,Manual,89407,Like New,88842.18,3 Series
BMW,2014,4.4,Diesel,Automatic,206329,Like New,27289.12,X3
BMW,2007,3.0,Diesel,Automatic,62513,Used,29925.11,X5
BMW,2019,1.7,Electric,Automatic,145476,Used,71883.89,5 Series
Audi,2016,1.8,Electric,Manual,35198,Used,21833.41,Q7
Audi,2000,5.7,Hybrid,Automatic,225295,Used,49105.69,Q5
Tesla,2011,5.4,Hybrid,Manual,264323,New,6903.27,Model Y
Honda,2018,5.5,Petrol,Manual,2019,Like New,18393.04,Civic
Toyota,2014,6.0,Electric,Automatic,81455,Like New,69490.41,Corolla
BMW,2008,2.0,Diesel,Manual,216311,Used,76008.85,3 Series
Tesla,2006,2.8,Diesel,Automatic,149776,New,15955.31,Model S
Honda,2001,4.3,Petrol,Manual,149102,New,26632.41,Accord
Toyota,2008,3.4,Electric,Automatic,3420,Like New,14395.92,Corolla
Mercedes,2009,3.1,Diesel,Manual,178725,Used,46174.22,C-Class
Ford,2001,2.8,Petrol,Automatic,16740,Like New,16981.03,Mustang
Audi,2018,4.0,Petrol,Automatic,105789,Like New,46543.12,Q7
Mercedes,2010,3.9,Diesel,Automatic,19465,New,74549.33,E-Class
Toyota,2012,1.8,Diesel,Automatic,4131,New,69921.92,Corolla
Mercedes,2009,3.4,Hybrid,Manual,10652,Like New,31643.75,E-Class
Ford,2013,3.8,Electric,Manual,218115,Used,69007.44,Fiesta
Tesla,2017,3.9,Hybrid,Automatic,245289,Used,93132.65,Model Y
Toyota,2018,2.1,Petrol,Manual,89342,Like New,38014.82,Corolla
Mercedes,2021,4.7,Diesel,Automatic,281315,Like New,36266.32,C-Class
Audi,2008,1.1,Hybrid,Automatic,217201,Used,59286.67,A3
Audi,2006,2.8,Petrol,Manual,259820,Used,28322.67,A4
Honda,2002,4.9,Electric,Manual,186764,Used,66900.0,Accord
Mercedes,2019,3.8,Diesel,Automatic,58541,Like New,84064.87,C-Class
BMW,2005,2.3,Hybrid,Manual,9470,New,48635.26,X3
Mercedes,2020,4.5,Electric,Automatic,192416,Used,69553.2,E-Class
Tesla,2001,3.8,Hybrid,Manual,44308,Used,66929.12,Model 3
Toyota,2005,5.0,Petrol,Manual,135669,Used,8673.23,Camry
Toyota,2002,4.7,Electric,Manual,102840,Like New,22424.55,Corolla
Tesla,2015,4.1,Hybrid,Manual,161860,New,89885.35,Model S
Mercedes,2007,3.4,Electric,Manual,49477,New,94194.75,GLC
Tesla,2001,1.7,Petrol,Automatic,108261,Used,79141.77,Model Y
Ford,2016,2.3,Electric,Manual,102466,Like New,92518.57,Focus
Tesla,2008,3.1,Hybrid,Manual,295215,New,34084.12,Model S
Audi,2011,4.0,Petrol,Automatic,70560,Like New,28532.54,A4
Tesla,2002,3.6,Diesel,Automatic,255392,New,41508.52,Model Y
Toyota,2010,2.4,Hybrid,Automatic,261278,Used,10257.49,Prius
Audi,2000,1.0,Hybrid,Manual,166471,Like New,81937.8,A3
Toyota,2022,3.5,Petrol,Manual,244413,Used,98496.67,RAV4
Honda,2012,2.4,Petrol,Automatic,188511,New,83282.78,Accord
BMW,2014,4.7,Diesel,Automatic,2369,New,57722.66,X5
Toyota,2004,1.1,Hybrid,Automatic,228629,Used,33051.79,Prius
Audi,2020,3.9,Petrol,Automatic,262672,New,23781.3,Q5
Honda,2016,5.7,Diesel,Manual,108806,Used,39585.97,CR-V
Toyota,2022,1.9,Diesel,Manual,161386,Used,68362.11,Camry
Ford,2023,3.4,Petrol,Manual,102979,Used,47470.85,Explorer
Tesla,2005,1.5,Hybrid,Manual,281892,New,93735.68,Model Y
BMW,2020,4.1,Electric,Manual,35109,Like New,86150.93,3 Series
Toyota,2021,3.8,Electric,Automatic,13919,Used,14728.06,Camry
Honda,2010,3.0,Diesel,Manual,211864,Like New,17494.9,Fit
Ford,2017,3.6,Electric,Automatic,70441,New,69242.72,Focus
Mercedes,2003,5.5,Electric,Automatic,66896,New,26923.0,E-Class
Honda,2002,2.0,Petrol,Automatic,103431,Like New,80147.84,Accord
Tesla,2012,1.1,Diesel,Manual,47020,Used,61179.02,Model Y
Honda,2022,5.3,Hybrid,Automatic,205338,New,26833.9,CR-V
Ford,2008,3.9,Diesel,Manual,284305,Used,50475.25,Focus
Honda,2020,5.5,Petrol,Automatic,27738,Used,43577.25,CR-V
Ford,2005,4.0,Electric,Manual,134997,Like New,87950.14,Fiesta
Toyota,2011,5.1,Hybrid,Automatic,57153,New,8055.44,Corolla
Ford,2001,3.1,Diesel,Manual,214020,Like New,90105.17,Fiesta
Ford,2002,4.7,Electric,Automatic,61009,New,66947.85,Mustang
BMW,2002,5.6,Diesel,Automatic,172624,Like New,75066.13,5 Series
Ford,2011,3.9,Hybrid,Automatic,271941,New,5247.71,Mustang
Ford,2014,1.9,Diesel,Automatic,71942,New,64682.75,Focus
Mercedes,2008,2.3,Diesel,Manual,118065,New,60906.19,E-Class
Toyota,2022,2.0,Diesel,Manual,276109,Used,56034.53,Prius
Tesla,2007,2.2,Electric,Manual,275877,Used,79657.35,Model S
BMW,2010,2.5,Hybrid,Automatic,157998,Like New,57807.75,X5
Mercedes,2015,3.8,Hybrid,Automatic,159855,Like New,86424.23,C-Class
Audi,2021,3.9,Electric,Automatic,83360,New,27099.99,Q7
Toyota,2003,3.1,Electric,Automatic,167466,New,81568.35,Prius
Toyota,2000,4.1,Electric,Automatic,195868,Used,22034.71,Camry
Audi,2023,1.4,Petrol,Automatic,290431,Used,82246.19,A4
Tesla,2006,1.4,Diesel,Manual,82104,Used,94344.03,Model 3
Ford,2001,1.9,Diesel,Manual,161508,Like New,36890.94,Explorer
Mercedes,2023,3.6,Hybrid,Manual,221404,Used,55339.2,GLC
Honda,2004,2.1,Diesel,Manual,265332,Like New,67541.26,Fit
BMW,2006,2.4,Petrol,Manual,91205,Used,12549.81,5 Series
Honda,2003,3.0,Electric,Manual,232321,Used,51937.67,Civic
Audi,2004,5.1,Hybrid,Manual,137837,New,39255.57,A3
Toyota,2023,1.1,Hybrid,Manual,219779,Like New,87883.28,RAV4
Tesla,2000,4.2,Diesel,Automatic,141879,Used,88284.55,Model S
Toyota,2000,4.3,Hybrid,Automatic,10204,New,71574.06,Prius
BMW,2014,5.0,Electric,Automatic,223674,Like New,67293.83,X5
Toyota,2019,5.7,Hybrid,Automatic,189016,Like New,74700.4,Corolla
Toyota,2018,1.1,Electric,Automatic,102903,Used,39768.76,Prius
BMW,2009,1.8,Petrol,Automatic,299225,Like New,43429.33,X3
Mercedes,2017,5.4,Petrol,Automatic,256687,New,57601.95,E-Class
Mercedes,2002,3.3,Electric,Manual,34986,New,94112.67,C-Class
BMW,2010,3.8,Diesel,Manual,50304,Like New,73779.99,3 Series
Tesla,2014,4.3,Hybrid,Automatic,39986,New,57343.98,Model S
Audi,2010,4.4,Diesel,Manual,91594,Like New,78189.24,A3
Toyota,2016,5.7,Hybrid,Manual,66151,New,40234.58,Camry
Tesla,2016,6.0,Petrol,Manual,290358,Like New,74394.34,Model S
Toyota,2005,4.6,Petrol,Manual,173620,Like New,44014.24,Prius
Audi,2004,2.4,Petrol,Manual,141753,Like New,31567.83,Q7
Mercedes,2007,5.4,Hybrid,Automatic,138056,New,62923.78,C-Class
Tesla,2001,1.2,Petrol,Manual,158651,Like New,70253.37,Model X
Ford,2015,2.2,Petrol,Automatic,234347,Like New,48632.89,Focus
Ford,2019,5.5,Petrol,Automatic,186005,Used,58722.57,Fiesta
Ford,2023,2.3,Petrol,Automatic,162553,Used,70936.28,Fiesta
Mercedes,2011,2.1,Diesel,Manual,944,Like New,77932.45,C-Class
Mercedes,2005,1.7,Petrol,Automatic,93993,Used,90079.29,GLC
Audi,2000,5.3,Petrol,Automatic,271258,Like New,38681.7,A3
Toyota,2003,3.5,Diesel,Automatic,214738,Used,95390.34,Camry
Audi,2016,4.4,Diesel,Automatic,208920,New,65541.58,A4
Audi,2012,2.2,Hybrid,Manual,256805,New,79831.68,A3
Mercedes,2017,4.8,Electric,Automatic,294740,Like New,71478.06,GLC
Ford,2004,4.8,Petrol,Automatic,104087,Like New,24529.31,Focus
Honda,2023,2.6,Petrol,Automatic,269051,New,11786.65,Fit
Toyota,2023,3.1,Petrol,Automatic,255035,New,73997.21,Corolla
Mercedes,2002,2.0,Hybrid,Manual,159186,Used,53550.0,C-Class
Ford,2010,5.9,Petrol,Automatic,287153,Like New,71710.27,Explorer
Tesla,2012,4.2,Electric,Automatic,166797,New,50300.07,Model S
Honda,2003,5.7,Diesel,Automatic,281140,New,34662.28,Civic
Honda,2013,2.5,Hybrid,Automatic,290911,Like New,32076.7,Accord
Mercedes,2021,4.9,Diesel,Automatic,278491,Used,74400.55,GLC
BMW,2010,4.8,Petrol,Automatic,102063,Used,31294.11,X3
Toyota,2009,4.5,Petrol,Manual,24102,Used,72894.3,Prius
Honda,2018,5.8,Petrol,Automatic,4263,Used,41476.21,Civic
Mercedes,2017,3.0,Electric,Manual,67438,New,78235.35,GLC
Mercedes,2005,1.7,Electric,Manual,96359,Like New,18566.94,GLA
Ford,2014,4.4,Hybrid,Automatic,130251,Like New,24473.09,Mustang
Tesla,2020,4.6,Diesel,Manual,171915,New,70161.6,Model S
BMW,2009,3.9,Petrol,Automatic,27690,New,58221.96,X3
Toyota,2004,2.0,Petrol,Manual,2994,New,24368.44,Corolla
Audi,2004,3.5,Petrol,Automatic,103533,Like New,90768.57,Q5
Tesla,2009,2.6,Petrol,Manual,67546,Like New,31214.69,Model 3
Tesla,2004,3.1,Electric,Manual,26467,Like New,45001.78,Model X
Ford,2002,4.2,Diesel,Automatic,246590,Used,24217.35,Explorer
Honda,2022,4.7,Diesel,Manual,131120,New,41862.62,Fit
Honda,2005,2.2,Hybrid,Manual,168050,New,51706.44,Fit
Ford,2003,3.0,Electric,Manual,73414,New,33048.47,Mustang
Mercedes,2017,2.3,Petrol,Manual,180294,Like New,78063.9,GLC
Honda,2008,2.0,Diesel,Manual,48115,New,42423.63,Fit
